# BabelNet 4.0.1 - SapienzaNLP - LICENSE: BabelNet License - https://babelnet.org
bn:00082116v	wn:00865776v
bn:00092840v	wn:00988028v
bn:00092841v	wn:00987345v
bn:00092842v	wn:00825447v
bn:00092843v	wn:00612841v
bn:00092844v	wn:00586598v
bn:00092845v	wn:02644035v
bn:00092846v	wn:02551390v
bn:00092847v	wn:00825975v
bn:00092848v	wn:00687181v
bn:00092849v	wn:01071155v
bn:00092850v	wn:01736822v
bn:00092851v	wn:01737141v
bn:00092852v	wn:01746145v
bn:00092853v	wn:00169176v
bn:00092854v	wn:00686039v
bn:00092855v	wn:00911917v
bn:00092856v	wn:00816828v
bn:00092857v	wn:00753428v
bn:00092858v	wn:01069809v
bn:00092859v	wn:00754430v
bn:00092860v	wn:02276000v
bn:00092861v	wn:00625723v
bn:00092862v	wn:01649482v
bn:00092863v	wn:01094539v
bn:00092864v	wn:00517684v
bn:00092865v	wn:00319761v
bn:00092866v	wn:00795475v
bn:00092867v	wn:02206920v
bn:00092868v	wn:01354285v
bn:00092869v	wn:00877327v
bn:00092870v	wn:02334458v
bn:00092871v	wn:02334173v
bn:00092872v	wn:01544558v
bn:00092873v	wn:01501575v
bn:00092874v	wn:01185148v
bn:00092875v	wn:02243630v
bn:00092876v	wn:02665282v
bn:00092877v	wn:01773346v
bn:00092878v	wn:02214485v
bn:00092879v	wn:00795632v
bn:00092880v	wn:00947591v
bn:00092881v	wn:00298773v
bn:00092882v	wn:00415828v
bn:00092883v	wn:01329875v
bn:00092884v	wn:00702065v
bn:00092885v	wn:01497141v
bn:00092886v	wn:01003741v
bn:00092887v	wn:01418959v
bn:00092888v	wn:00278710v
bn:00092889v	wn:01460712v
bn:00092890v	wn:02381227v
bn:00092891v	wn:00387680v
bn:00092892v	wn:02192383v
bn:00092893v	wn:00319629v
bn:00092894v	wn:01252130v
bn:00092895v	wn:00533403v
bn:00092896v	wn:02193612v
bn:00092897v	wn:00733044v
bn:00092898v	wn:02175958v
bn:00092899v	wn:00002573v
bn:00092900v	wn:00002325v
bn:00092901v	wn:02733453v
bn:00092902v	wn:00718737v
bn:00092903v	wn:01545883v
bn:00092904v	wn:00779601v
bn:00092905v	wn:00014405v
bn:00092906v	wn:01610101v
bn:00092907v	wn:02595840v
bn:00092908v	wn:02310482v
bn:00092909v	wn:02322924v
bn:00092910v	wn:00221607v
bn:00092911v	wn:02509287v
bn:00092912v	wn:00366741v
bn:00092913v	wn:00340704v
bn:00092914v	wn:00350283v
bn:00092915v	wn:02381951v
bn:00092916v	wn:01007924v
bn:00092917v	wn:01990848v
bn:00092918v	wn:01265649v
bn:00092919v	wn:00425691v
bn:00092920v	wn:02624806v
bn:00092921v	wn:00168910v
bn:00092922v	wn:00098770v
bn:00092923v	wn:00098083v
bn:00092924v	wn:00148967v
bn:00092925v	wn:00216991v
bn:00092926v	wn:02728570v
bn:00092927v	wn:02247028v
bn:00092928v	wn:02701628v
bn:00092929v	wn:00610010v
bn:00092930v	wn:01003588v
bn:00092931v	wn:01153165v
bn:00092932v	wn:00438752v
bn:00092933v	wn:02752567v
bn:00092934v	wn:00688768v
bn:00092935v	wn:01331689v
bn:00092936v	wn:02625659v
bn:00092937v	wn:02479853v
bn:00092938v	wn:01585142v
bn:00092939v	wn:01285286v
bn:00092940v	wn:02379753v
bn:00092941v	wn:02380009v
bn:00092942v	wn:02480448v
bn:00092943v	wn:02380251v
bn:00092944v	wn:02225342v
bn:00092945v	wn:01766952v
bn:00092946v	wn:01154175v
bn:00092947v	wn:02433549v
bn:00092948v	wn:02338109v
bn:00092949v	wn:00288563v
bn:00092950v	wn:00230562v
bn:00092951v	wn:02004352v
bn:00092952v	wn:02061366v
bn:00092953v	wn:00603822v
bn:00092954v	wn:00603179v
bn:00092955v	wn:00960369v
bn:00092956v	wn:02080924v
bn:00092957v	wn:02092476v
bn:00092958v	wn:01994846v
bn:00092959v	wn:02269767v
bn:00092960v	wn:00430099v
bn:00092961v	wn:01433991v
bn:00092962v	wn:01433809v
bn:00092963v	wn:02361329v
bn:00092964v	wn:01569896v
bn:00092965v	wn:00262348v
bn:00092966v	wn:00979411v
bn:00092967v	wn:01995097v
bn:00092968v	wn:01994960v
bn:00092969v	wn:02004874v
bn:00092970v	wn:02357072v
bn:00092971v	wn:01433159v
bn:00092972v	wn:02005617v
bn:00092973v	wn:00879028v
bn:00092974v	wn:02470893v
bn:00092975v	wn:02486822v
bn:00092976v	wn:00439698v
bn:00092977v	wn:00439849v
bn:00092978v	wn:00315810v
bn:00092979v	wn:00163915v
bn:00092980v	wn:00533527v
bn:00092981v	wn:02144243v
bn:00092982v	wn:02647918v
bn:00092983v	wn:02136533v
bn:00092984v	wn:00516142v
bn:00092985v	wn:00120217v
bn:00092986v	wn:01271658v
bn:00092987v	wn:01271454v
bn:00092988v	wn:00996102v
bn:00092989v	wn:01844319v
bn:00092990v	wn:00164658v
bn:00092991v	wn:00169298v
bn:00092992v	wn:01074357v
bn:00092993v	wn:02583780v
bn:00092994v	wn:02402695v
bn:00092995v	wn:01866610v
bn:00092996v	wn:02354736v
bn:00092997v	wn:00995838v
bn:00092998v	wn:01700934v
bn:00092999v	wn:00954137v
bn:00093000v	wn:00916783v
bn:00093001v	wn:01897779v
bn:00093002v	wn:01701858v
bn:00093003v	wn:02750432v
bn:00093004v	wn:01671755v
bn:00093005v	wn:01460408v
bn:00093006v	wn:01503736v
bn:00093007v	wn:00091124v
bn:00093008v	wn:01275301v
bn:00093009v	wn:00623006v
bn:00093010v	wn:01460785v
bn:00093011v	wn:00742051v
bn:00093012v	wn:00635714v
bn:00093013v	wn:01957529v
bn:00093014v	wn:01955984v
bn:00093015v	wn:02684644v
bn:00093016v	wn:01839538v
bn:00093017v	wn:02750154v
bn:00093018v	wn:02692089v
bn:00093019v	wn:02102398v
bn:00093020v	wn:02095545v
bn:00093021v	wn:01847676v
bn:00093022v	wn:01511134v
bn:00093023v	wn:02011302v
bn:00093024v	wn:01958103v
bn:00093025v	wn:01958615v
bn:00093026v	wn:02515583v
bn:00093027v	wn:02418029v
bn:00093028v	wn:02689730v
bn:00093029v	wn:01742244v
bn:00093030v	wn:01509933v
bn:00093031v	wn:01310417v
bn:00093032v	wn:00144446v
bn:00093033v	wn:01649605v
bn:00093034v	wn:01419160v
bn:00093035v	wn:02573127v
bn:00093036v	wn:01286151v
bn:00093037v	wn:00408085v
bn:00093038v	wn:01661655v
bn:00093039v	wn:01984734v
bn:00093040v	wn:01984574v
bn:00093041v	wn:00418408v
bn:00093042v	wn:01419729v
bn:00093043v	wn:02687596v
bn:00093044v	wn:02329999v
bn:00093045v	wn:01866497v
bn:00093046v	wn:02175861v
bn:00093047v	wn:01000058v
bn:00093048v	wn:01536168v
bn:00093049v	wn:01270199v
bn:00093050v	wn:02584661v
bn:00093051v	wn:02098041v
bn:00093052v	wn:01601147v
bn:00093053v	wn:00863277v
bn:00093054v	wn:00930194v
bn:00093055v	wn:01573891v
bn:00093056v	wn:00249852v
bn:00093057v	wn:02062503v
bn:00093058v	wn:01818116v
bn:00093059v	wn:01155545v
bn:00093060v	wn:00525446v
bn:00093061v	wn:01122194v
bn:00093062v	wn:01367266v
bn:00093063v	wn:00722675v
bn:00093064v	wn:01299562v
bn:00093065v	wn:01299473v
bn:00093066v	wn:00915605v
bn:00093067v	wn:01996188v
bn:00093068v	wn:02014733v
bn:00093069v	wn:00324560v
bn:00093070v	wn:02321391v
bn:00093071v	wn:00052043v
bn:00093072v	wn:01875295v
bn:00093073v	wn:01876028v
bn:00093074v	wn:01944086v
bn:00093075v	wn:01241753v
bn:00093076v	wn:01866192v
bn:00093077v	wn:01887020v
bn:00093078v	wn:02687251v
bn:00093079v	wn:01391280v
bn:00093080v	wn:02198014v
bn:00093081v	wn:01522276v
bn:00093082v	wn:01526139v
bn:00093083v	wn:00143204v
bn:00093084v	wn:00100410v
bn:00093085v	wn:01875684v
bn:00093086v	wn:01055978v
bn:00093087v	wn:00324427v
bn:00093088v	wn:00125289v
bn:00093089v	wn:00125078v
bn:00093090v	wn:00584604v
bn:00093091v	wn:01487185v
bn:00093092v	wn:01867816v
bn:00093093v	wn:02271667v
bn:00093094v	wn:02271490v
bn:00093095v	wn:02006453v
bn:00093096v	wn:01345589v
bn:00093097v	wn:00435688v
bn:00093098v	wn:01937534v
bn:00093099v	wn:01937992v
bn:00093100v	wn:01775782v
bn:00093101v	wn:00834557v
bn:00093102v	wn:00534680v
bn:00093103v	wn:00012854v
bn:00093104v	wn:01926878v
bn:00093105v	wn:01100567v
bn:00093106v	wn:01695459v
bn:00093107v	wn:01233993v
bn:00093108v	wn:00415635v
bn:00093109v	wn:00358135v
bn:00093110v	wn:02623731v
bn:00093111v	wn:01529194v
bn:00093112v	wn:01282413v
bn:00093113v	wn:00415398v
bn:00093114v	wn:00358314v
bn:00093115v	wn:00768630v
bn:00093116v	wn:01289330v
bn:00093117v	wn:01250676v
bn:00093118v	wn:00093775v
bn:00093119v	wn:02393894v
bn:00093120v	wn:01096305v
bn:00093121v	wn:02045415v
bn:00093122v	wn:00245913v
bn:00093123v	wn:00041554v
bn:00093124v	wn:01754452v
bn:00093125v	wn:00218888v
bn:00093126v	wn:01260850v
bn:00093127v	wn:02515828v
bn:00093128v	wn:01386611v
bn:00093129v	wn:01398323v
bn:00093130v	wn:01660772v
bn:00093131v	wn:01361779v
bn:00093132v	wn:01253621v
bn:00093133v	wn:00604347v
bn:00093134v	wn:01858910v
bn:00093135v	wn:00145147v
bn:00093136v	wn:00145623v
bn:00093137v	wn:01381913v
bn:00093138v	wn:01104248v
bn:00093139v	wn:02292265v
bn:00093140v	wn:01955364v
bn:00093141v	wn:01952750v
bn:00093142v	wn:01952564v
bn:00093143v	wn:01946996v
bn:00093144v	wn:01249724v
bn:00093145v	wn:02588464v
bn:00093146v	wn:00136254v
bn:00093147v	wn:02150740v
bn:00093148v	wn:00674517v
bn:00093149v	wn:01062165v
bn:00093150v	wn:00535360v
bn:00093151v	wn:00535481v
bn:00093152v	wn:02546710v
bn:00093153v	wn:01756875v
bn:00093154v	wn:00996810v
bn:00093155v	wn:02175283v
bn:00093156v	wn:00535570v
bn:00093157v	wn:01078235v
bn:00093158v	wn:01789047v
bn:00093159v	wn:01790538v
bn:00093160v	wn:00165244v
bn:00093161v	wn:02558951v
bn:00093162v	wn:01566490v
bn:00093163v	wn:00578993v
bn:00093164v	wn:02716995v
bn:00093165v	wn:01690020v
bn:00093166v	wn:01147562v
bn:00093167v	wn:01174555v
bn:00093168v	wn:01319049v
bn:00093169v	wn:02585259v
bn:00093170v	wn:01926311v
bn:00093171v	wn:02099829v
bn:00093172v	wn:01526290v
bn:00093173v	wn:00549063v
bn:00093174v	wn:00517529v
bn:00093175v	wn:02720904v
bn:00093176v	wn:02612234v
bn:00093177v	wn:01641545v
bn:00093178v	wn:02525312v
bn:00093179v	wn:02092309v
bn:00093180v	wn:01927903v
bn:00093181v	wn:01914947v
bn:00093182v	wn:02648110v
bn:00093183v	wn:02421921v
bn:00093184v	wn:01927447v
bn:00093185v	wn:01926984v
bn:00093186v	wn:00332672v
bn:00093187v	wn:02100476v
bn:00093188v	wn:01927211v
bn:00093189v	wn:02052226v
bn:00093190v	wn:02068223v
bn:00093191v	wn:00106960v
bn:00093192v	wn:02004227v
bn:00093193v	wn:02067889v
bn:00093194v	wn:01081505v
bn:00093195v	wn:00963872v
bn:00093196v	wn:00561571v
bn:00093197v	wn:02069888v
bn:00093198v	wn:00561714v
bn:00093199v	wn:00159553v
bn:00093200v	wn:01329239v
bn:00093201v	wn:01666604v
bn:00093202v	wn:01119950v
bn:00093203v	wn:02059770v
bn:00093204v	wn:02059675v
bn:00093205v	wn:00239614v
bn:00093206v	wn:02616542v
bn:00093207v	wn:02504416v
bn:00093208v	wn:02502232v
bn:00093209v	wn:01555326v
bn:00093210v	wn:00535669v
bn:00093211v	wn:02182662v
bn:00093212v	wn:02270090v
bn:00093213v	wn:02724705v
bn:00093214v	wn:01554622v
bn:00093215v	wn:01326730v
bn:00093216v	wn:02195951v
bn:00093217v	wn:00564514v
bn:00093218v	wn:01486151v
bn:00093219v	wn:01326093v
bn:00093220v	wn:02343961v
bn:00093221v	wn:02325558v
bn:00093222v	wn:01813053v
bn:00093223v	wn:01813393v
bn:00093224v	wn:01492422v
bn:00093225v	wn:01490814v
bn:00093226v	wn:01138102v
bn:00093227v	wn:02026327v
bn:00093228v	wn:01985757v
bn:00093229v	wn:01846658v
bn:00093230v	wn:01869563v
bn:00093231v	wn:01945516v
bn:00093232v	wn:01942959v
bn:00093233v	wn:00899847v
bn:00093234v	wn:00531769v
bn:00093235v	wn:00102791v
bn:00093236v	wn:00281790v
bn:00093237v	wn:02015031v
bn:00093238v	wn:02196214v
bn:00093239v	wn:01375120v
bn:00093240v	wn:00560122v
bn:00093241v	wn:00213353v
bn:00093242v	wn:01965654v
bn:00093243v	wn:01965464v
bn:00093244v	wn:00899597v
bn:00093245v	wn:00857270v
bn:00093246v	wn:02124501v
bn:00093247v	wn:00900214v
bn:00093248v	wn:01381357v
bn:00093249v	wn:00085907v
bn:00093250v	wn:01896881v
bn:00093251v	wn:01195299v
bn:00093252v	wn:02479154v
bn:00093253v	wn:00806891v
bn:00093254v	wn:01386433v
bn:00093255v	wn:01663339v
bn:00093256v	wn:02517112v
bn:00093257v	wn:01410079v
bn:00093258v	wn:00841394v
bn:00093259v	wn:00221964v
bn:00093260v	wn:01386741v
bn:00093261v	wn:01665081v
bn:00093262v	wn:01529906v
bn:00093263v	wn:02361981v
bn:00093264v	wn:00554468v
bn:00093265v	wn:01310555v
bn:00093266v	wn:00538852v
bn:00093267v	wn:00538571v
bn:00093268v	wn:01869196v
bn:00093269v	wn:00816143v
bn:00093270v	wn:00969137v
bn:00093271v	wn:02369123v
bn:00093272v	wn:00456357v
bn:00093273v	wn:02518956v
bn:00093274v	wn:01364357v
bn:00093275v	wn:00535844v
bn:00093276v	wn:01917980v
bn:00093277v	wn:00326619v
bn:00093278v	wn:01120900v
bn:00093279v	wn:02266920v
bn:00093280v	wn:02464583v
bn:00093281v	wn:00998886v
bn:00093282v	wn:02194286v
bn:00093283v	wn:02193974v
bn:00093284v	wn:02194138v
bn:00093285v	wn:01559590v
bn:00093286v	wn:00017031v
bn:00093287v	wn:01009240v
bn:00093288v	wn:00917300v
bn:00093289v	wn:00928959v
bn:00093290v	wn:00979870v
bn:00093291v	wn:01009821v
bn:00093292v	wn:00945499v
bn:00093293v	wn:00923197v
bn:00093294v	wn:00900961v
bn:00093295v	wn:00098963v
bn:00093296v	wn:01217617v
bn:00093297v	wn:00371823v
bn:00093298v	wn:00371717v
bn:00093299v	wn:00196758v
bn:00093300v	wn:02728388v
bn:00093301v	wn:01744082v
bn:00093302v	wn:02207036v
bn:00093303v	wn:01999082v
bn:00093304v	wn:01922466v
bn:00093305v	wn:00490428v
bn:00093306v	wn:00319406v
bn:00093307v	wn:00428247v
bn:00093308v	wn:00428418v
bn:00093309v	wn:01679106v
bn:00093310v	wn:01281912v
bn:00093311v	wn:01140315v
bn:00093312v	wn:00145299v
bn:00093313v	wn:02241911v
bn:00093314v	wn:00198477v
bn:00093315v	wn:01713983v
bn:00093316v	wn:01902405v
bn:00093317v	wn:02152504v
bn:00093318v	wn:01318659v
bn:00093319v	wn:02661142v
bn:00093320v	wn:01855447v
bn:00093321v	wn:01051828v
bn:00093322v	wn:02516437v
bn:00093323v	wn:02509820v
bn:00093324v	wn:02225739v
bn:00093325v	wn:01431132v
bn:00093326v	wn:01294889v
bn:00093327v	wn:00051060v
bn:00093328v	wn:01274745v
bn:00093329v	wn:01275658v
bn:00093330v	wn:01275427v
bn:00093331v	wn:01501676v
bn:00093332v	wn:02082690v
bn:00093333v	wn:01534043v
bn:00093334v	wn:01177973v
bn:00093335v	wn:01885239v
bn:00093336v	wn:00678282v
bn:00093337v	wn:00794981v
bn:00093338v	wn:00568234v
bn:00093339v	wn:01632103v
bn:00093340v	wn:00708376v
bn:00093341v	wn:02387910v
bn:00093342v	wn:01961334v
bn:00093343v	wn:01938942v
bn:00093344v	wn:02767760v
bn:00093345v	wn:02764765v
bn:00093346v	wn:02161330v
bn:00093347v	wn:01248950v
bn:00093348v	wn:01417257v
bn:00093349v	wn:01410946v
bn:00093350v	wn:01282294v
bn:00093351v	wn:00377715v
bn:00093352v	wn:00582743v
bn:00093353v	wn:00582527v
bn:00093354v	wn:00219597v
bn:00093355v	wn:01706488v
bn:00093356v	wn:01112364v
bn:00093357v	wn:01276080v
bn:00093358v	wn:01331988v
bn:00093359v	wn:01317276v
bn:00093360v	wn:01251228v
bn:00093361v	wn:02500775v
bn:00093362v	wn:00033852v
bn:00093363v	wn:01006239v
bn:00093364v	wn:01886334v
bn:00093365v	wn:00537316v
bn:00093366v	wn:00569870v
bn:00093367v	wn:01750156v
bn:00093368v	wn:01309143v
bn:00093369v	wn:01309478v
bn:00093370v	wn:01747203v
bn:00093371v	wn:01048939v
bn:00093372v	wn:00912833v
bn:00093373v	wn:02173336v
bn:00093374v	wn:02533109v
bn:00093375v	wn:00697419v
bn:00093376v	wn:02400378v
bn:00093377v	wn:02139883v
bn:00093378v	wn:01130169v
bn:00093379v	wn:00333426v
bn:00093380v	wn:01353169v
bn:00093381v	wn:01352806v
bn:00093382v	wn:01353311v
bn:00093383v	wn:00034634v
bn:00093384v	wn:01276192v
bn:00093385v	wn:01723579v
bn:00093386v	wn:02345498v
bn:00093387v	wn:02463990v
bn:00093388v	wn:01756719v
bn:00093389v	wn:00124854v
bn:00093390v	wn:00036780v
bn:00093391v	wn:02641298v
bn:00093392v	wn:01794195v
bn:00093393v	wn:00925372v
bn:00093394v	wn:02153387v
bn:00093395v	wn:00627420v
bn:00093396v	wn:01370439v
bn:00093397v	wn:01370336v
bn:00093398v	wn:01370245v
bn:00093399v	wn:01917549v
bn:00093400v	wn:01504480v
bn:00093401v	wn:01947352v
bn:00093402v	wn:01684337v
bn:00093403v	wn:02366351v
bn:00093404v	wn:01319885v
bn:00093405v	wn:01354006v
bn:00093406v	wn:01353405v
bn:00093407v	wn:00698732v
bn:00093408v	wn:01356582v
bn:00093409v	wn:01269008v
bn:00093410v	wn:01143498v
bn:00093411v	wn:01296016v
bn:00093412v	wn:01317723v
bn:00093413v	wn:01543998v
bn:00093414v	wn:02701962v
bn:00093415v	wn:02334302v
bn:00093416v	wn:02333979v
bn:00093417v	wn:01616901v
bn:00093418v	wn:01544285v
bn:00093419v	wn:00495998v
bn:00093420v	wn:02393304v
bn:00093421v	wn:00917537v
bn:00093422v	wn:02145271v
bn:00093423v	wn:01563005v
bn:00093424v	wn:02468261v
bn:00093425v	wn:00136044v
bn:00093426v	wn:02349706v
bn:00093427v	wn:01988755v
bn:00093428v	wn:01988645v
bn:00093429v	wn:00783246v
bn:00093430v	wn:02129289v
bn:00093431v	wn:02488304v
bn:00093432v	wn:02488488v
bn:00093433v	wn:02493030v
bn:00093434v	wn:01470670v
bn:00093435v	wn:02129709v
bn:00093436v	wn:00703708v
bn:00093437v	wn:02156225v
bn:00093438v	wn:01156568v
bn:00093439v	wn:02132579v
bn:00093440v	wn:00805910v
bn:00093441v	wn:02219732v
bn:00093442v	wn:02198973v
bn:00093443v	wn:00485147v
bn:00093444v	wn:01542056v
bn:00093445v	wn:02217546v
bn:00093446v	wn:01652429v
bn:00093447v	wn:01500873v
bn:00093448v	wn:00658913v
bn:00093449v	wn:00516425v
bn:00093450v	wn:00188375v
bn:00093451v	wn:00179718v
bn:00093452v	wn:02240481v
bn:00093453v	wn:01839170v
bn:00093454v	wn:01069989v
bn:00093455v	wn:01317424v
bn:00093456v	wn:02168710v
bn:00093457v	wn:02745882v
bn:00093458v	wn:02198234v
bn:00093459v	wn:01992375v
bn:00093460v	wn:01992251v
bn:00093461v	wn:01881034v
bn:00093462v	wn:00519751v
bn:00093463v	wn:01558440v
bn:00093464v	wn:02482139v
bn:00093465v	wn:01558218v
bn:00093466v	wn:00494613v
bn:00093467v	wn:00781491v
bn:00093468v	wn:01140184v
bn:00093469v	wn:01213614v
bn:00093470v	wn:01365839v
bn:00093471v	wn:01620436v
bn:00093472v	wn:02242464v
bn:00093473v	wn:02727883v
bn:00093474v	wn:00767635v
bn:00093475v	wn:02235666v
bn:00093476v	wn:02748355v
bn:00093477v	wn:02748206v
bn:00093478v	wn:02244248v
bn:00093479v	wn:00936763v
bn:00093480v	wn:02243186v
bn:00093481v	wn:00671653v
bn:00093482v	wn:01040278v
bn:00093483v	wn:01040158v
bn:00093484v	wn:00480396v
bn:00093485v	wn:01437254v
bn:00093486v	wn:01950798v
bn:00093487v	wn:00742865v
bn:00093488v	wn:02043501v
bn:00093489v	wn:01437597v
bn:00093490v	wn:02488168v
bn:00093491v	wn:02155248v
bn:00093492v	wn:00589469v
bn:00093493v	wn:00589309v
bn:00093494v	wn:00272391v
bn:00093495v	wn:02115778v
bn:00093496v	wn:00573932v
bn:00093497v	wn:00573671v
bn:00093498v	wn:00579105v
bn:00093499v	wn:00533185v
bn:00093500v	wn:00012944v
bn:00093501v	wn:01458973v
bn:00093502v	wn:00660571v
bn:00093503v	wn:00920125v
bn:00093504v	wn:02273922v
bn:00093505v	wn:00579367v
bn:00093506v	wn:01703857v
bn:00093507v	wn:00279075v
bn:00093508v	wn:01255807v
bn:00093509v	wn:01095218v
bn:00093510v	wn:02670398v
bn:00093511v	wn:02541251v
bn:00093512v	wn:02593107v
bn:00093513v	wn:02670578v
bn:00093514v	wn:02411621v
bn:00093515v	wn:01428011v
bn:00093516v	wn:01077568v
bn:00093517v	wn:00456937v
bn:00093518v	wn:00298896v
bn:00093519v	wn:01607445v
bn:00093520v	wn:00298556v
bn:00093521v	wn:01628899v
bn:00093522v	wn:01744888v
bn:00093523v	wn:01613239v
bn:00093524v	wn:01247322v
bn:00093525v	wn:01115006v
bn:00093526v	wn:02760139v
bn:00093527v	wn:00542668v
bn:00093528v	wn:02452092v
bn:00093529v	wn:01502122v
bn:00093530v	wn:02769642v
bn:00093531v	wn:00415743v
bn:00093532v	wn:00349785v
bn:00093533v	wn:01706014v
bn:00093534v	wn:01661472v
bn:00093535v	wn:01988458v
bn:00093536v	wn:00558673v
bn:00093537v	wn:00539338v
bn:00093538v	wn:01987058v
bn:00093539v	wn:01465921v
bn:00093540v	wn:00798091v
bn:00093541v	wn:00764032v
bn:00093542v	wn:02254258v
bn:00093543v	wn:01986715v
bn:00093544v	wn:01986551v
bn:00093545v	wn:01986185v
bn:00093546v	wn:00415044v
bn:00093547v	wn:00661480v
bn:00093548v	wn:01666327v
bn:00093549v	wn:00651630v
bn:00093550v	wn:00567971v
bn:00093551v	wn:02059916v
bn:00093552v	wn:02768702v
bn:00093553v	wn:01477704v
bn:00093554v	wn:00113605v
bn:00093555v	wn:00113420v
bn:00093556v	wn:02001461v
bn:00093557v	wn:01420616v
bn:00093558v	wn:02362601v
bn:00093559v	wn:01896119v
bn:00093560v	wn:00167385v
bn:00093561v	wn:00559556v
bn:00093562v	wn:00992518v
bn:00093563v	wn:00898019v
bn:00093564v	wn:01890351v
bn:00093565v	wn:00536143v
bn:00093566v	wn:00535988v
bn:00093567v	wn:02568884v
bn:00093568v	wn:02508078v
bn:00093569v	wn:01792287v
bn:00093570v	wn:01108053v
bn:00093571v	wn:00042017v
bn:00093572v	wn:01402447v
bn:00093573v	wn:02718309v
bn:00093574v	wn:02295550v
bn:00093575v	wn:01063930v
bn:00093576v	wn:02573031v
bn:00093577v	wn:01143614v
bn:00093578v	wn:01246601v
bn:00093579v	wn:00392426v
bn:00093580v	wn:00392314v
bn:00093581v	wn:02190786v
bn:00093582v	wn:00393398v
bn:00093583v	wn:01135501v
bn:00093584v	wn:00333758v
bn:00093585v	wn:00334050v
bn:00093586v	wn:00333907v
bn:00093587v	wn:00037298v
bn:00093588v	wn:01248782v
bn:00093589v	wn:01249147v
bn:00093590v	wn:01248597v
bn:00093591v	wn:01320513v
bn:00093592v	wn:01320816v
bn:00093593v	wn:00587124v
bn:00093594v	wn:01581635v
bn:00093595v	wn:01581362v
bn:00093596v	wn:01578714v
bn:00093597v	wn:01616151v
bn:00093598v	wn:01841471v
bn:00093599v	wn:02758262v
bn:00093600v	wn:01338501v
bn:00093601v	wn:01513710v
bn:00093602v	wn:01406195v
bn:00093603v	wn:01316813v
bn:00093604v	wn:00197744v
bn:00093605v	wn:01673007v
bn:00093606v	wn:01270589v
bn:00093607v	wn:02656390v
bn:00093608v	wn:02271817v
bn:00093609v	wn:01497750v
bn:00093610v	wn:02550168v
bn:00093611v	wn:02550044v
bn:00093612v	wn:02012344v
bn:00093613v	wn:00555447v
bn:00093614v	wn:00555654v
bn:00093615v	wn:00548913v
bn:00093616v	wn:01005049v
bn:00093617v	wn:00584410v
bn:00093618v	wn:00551065v
bn:00093619v	wn:02575536v
bn:00093620v	wn:02706386v
bn:00093621v	wn:02763450v
bn:00093622v	wn:02706478v
bn:00093623v	wn:01871546v
bn:00093624v	wn:01755389v
bn:00093625v	wn:02733334v
bn:00093626v	wn:02655958v
bn:00093627v	wn:02763283v
bn:00093628v	wn:01234223v
bn:00093629v	wn:02409838v
bn:00093630v	wn:01847582v
bn:00093631v	wn:01496978v
bn:00093632v	wn:02559613v
bn:00093633v	wn:02529162v
bn:00093634v	wn:02111625v
bn:00093635v	wn:01566038v
bn:00093636v	wn:00811881v
bn:00093637v	wn:00322395v
bn:00093638v	wn:00049007v
bn:00093639v	wn:01888946v
bn:00093640v	wn:00014201v
bn:00093641v	wn:01910873v
bn:00093642v	wn:01783022v
bn:00093643v	wn:01561713v
bn:00093644v	wn:01386308v
bn:00093645v	wn:00090386v
bn:00093646v	wn:00090186v
bn:00093647v	wn:00049770v
bn:00093648v	wn:00301544v
bn:00093649v	wn:00319111v
bn:00093650v	wn:02003480v
bn:00093651v	wn:02096047v
bn:00093652v	wn:01597286v
bn:00093653v	wn:02768259v
bn:00093654v	wn:02123175v
bn:00093655v	wn:01519184v
bn:00093656v	wn:01437144v
bn:00093657v	wn:01084466v
bn:00093658v	wn:00985219v
bn:00093659v	wn:00647508v
bn:00093660v	wn:01138822v
bn:00093661v	wn:00432572v
bn:00093662v	wn:02325968v
bn:00093663v	wn:02277303v
bn:00093664v	wn:02710981v
bn:00093665v	wn:02572667v
bn:00093666v	wn:01618884v
bn:00093667v	wn:02558811v
bn:00093668v	wn:00316768v
bn:00093669v	wn:00560893v
bn:00093670v	wn:00316494v
bn:00093671v	wn:00658798v
bn:00093672v	wn:01239359v
bn:00093673v	wn:01238907v
bn:00093674v	wn:01239054v
bn:00093675v	wn:01874071v
bn:00093676v	wn:00912473v
bn:00093677v	wn:01809784v
bn:00093678v	wn:00915265v
bn:00093679v	wn:01584701v
bn:00093680v	wn:02094569v
bn:00093681v	wn:01312810v
bn:00093682v	wn:02137132v
bn:00093683v	wn:02139544v
bn:00093684v	wn:00923307v
bn:00093685v	wn:02000547v
bn:00093686v	wn:01086549v
bn:00093687v	wn:01468948v
bn:00093688v	wn:01372994v
bn:00093689v	wn:00035259v
bn:00093690v	wn:02757651v
bn:00093691v	wn:01184333v
bn:00093692v	wn:01142070v
bn:00093693v	wn:00241689v
bn:00093694v	wn:00152558v
bn:00093695v	wn:01284002v
bn:00093696v	wn:02749768v
bn:00093697v	wn:01300437v
bn:00093698v	wn:00033955v
bn:00093699v	wn:00742149v
